Employer,Provider,Our_Recordkeeper,Our_Matched_Employer,Our_Confidence,Our_Match_Method,Our_Tool_Result,Providers_Agree,Compare_Note
your fresh start,401k Generation,No match found,,none,,No match found for input: your fresh start,False,our_no_match
Waste management,ADP,Merrill Lynch,"WASTE MANAGEMENT, INC.",High,exact_normalized,"Recordkeeper: Merrill Lynch | Matched employer: WASTE MANAGEMENT, INC. | Confidence: High (100%) | Match method: exact_normalized | Plan: WASTE MANAGEMENT RETIREMENT SAVINGS PLAN | Participants: 47,426 | Plan year: 2024 | Reason: The normalized input exactly matched the normalized DOL employer name.",False,mismatch
Oakwood village,Empower,CAPITAL GROUP RETIREMENT PLAN SVCS.,"OAKWOOD VILLAGE UNIVERSITY WOODS HOMES, INC.",High,word_boundary,"Recordkeeper: CAPITAL GROUP RETIREMENT PLAN SVCS. | Matched employer: OAKWOOD VILLAGE UNIVERSITY WOODS HOMES, INC. | Confidence: High (96%) | Match method: word_boundary | Plan: OAKWOOD VILLAGE UNIVERSITY WOODS HOMES, INC. 403(B) PLAN | Participants: 892 | Plan year: 2024 | Reason: The normalized input appeared as a full-word phrase inside the DOL employer name.",False,mismatch
Always best,401k Generation,No match found,,none,,No match found for input: Always best,False,our_no_match
Missabey,401k Generation,No match found,,none,,No match found for input: Missabey,False,our_no_match
Ingram books,401k Generation,No match found,,none,,No match found for input: Ingram books,False,our_no_match
transplace,401k Generation,Fidelity Investments,"TRANSPLACE TEXAS, LP",High,word_boundary,"Recordkeeper: Fidelity Investments | Matched employer: TRANSPLACE TEXAS, LP | Confidence: High (96%) | Match method: word_boundary | Plan: TRANSPLACE RETIREMENT SAVINGS PLAN | Participants: 2,308 | Plan year: 2021 | Reason: The normalized input appeared as a full-word phrase inside the DOL employer name.",False,mismatch
medspeed,401k Generation,Empower Retirement,"MEDSPEED, LLC",High,exact_normalized,"Recordkeeper: Empower Retirement | Matched employer: MEDSPEED, LLC | Confidence: High (100%) | Match method: exact_normalized | Plan: MEDSPEED, LLC 401(K) PROFIT SHARING PLAN & TRUST | Participants: 3,168 | Plan year: 2024 | Reason: The normalized input exactly matched the normalized DOL employer name.",False,mismatch
caputos,401k Generation,No match found,,none,,No match found for input: caputos,False,our_no_match
Taylor Garbage Service Inc,Empower,No match found,,none,,No match found for input: Taylor Garbage Service Inc,False,our_no_match
Taylor Garbage Service Inc,Wells Fargo,No match found,,none,,No match found for input: Taylor Garbage Service Inc,False,our_no_match
Epiq,Epic,Fidelity Investments,"DOCUMENT TECHNOLOGIES, LLC",High,plan_word_boundary,"Recordkeeper: Fidelity Investments | Matched employer: DOCUMENT TECHNOLOGIES, LLC | Confidence: High (94%) | Match method: plan_word_boundary | Plan: EPIQ 401(K) RETIREMENT PLAN | Participants: 8,315 | Plan year: 2024 | Reason: The normalized input appeared as a full-word phrase inside the DOL plan name.",False,mismatch
Dakkota,ADP,Empower Retirement,"DAKKOTA INTEGRATED SYSTEMS, LLC",High,word_boundary,"Recordkeeper: Empower Retirement | Matched employer: DAKKOTA INTEGRATED SYSTEMS, LLC | Confidence: High (96%) | Match method: word_boundary | Plan: DAKKOTA INTEGRATED SYSTEMS 401(K) PLAN | Participants: 2,037 | Plan year: 2023 | Reason: The normalized input appeared as a full-word phrase inside the DOL employer name.",False,mismatch
Color centric corp,Paychex,No match found,,none,,No match found for input: Color centric corp,False,our_no_match
Kfc,Fidelity,John Hancock,"CENTRAL IOWA KFC, INC.",High,word_boundary,"Recordkeeper: John Hancock | Matched employer: CENTRAL IOWA KFC, INC. | Confidence: High (96%) | Match method: word_boundary | Plan: CENTRAL IOWA KFC, INC. 401(K) PLAN | Participants: 281 | Plan year: 2024 | Reason: The normalized input appeared as a full-word phrase inside the DOL employer name.",False,mismatch
advance care alliance,ADP,Principal,ADVANCE CARE ALLIANCE OF NEW YORK INC.,High,word_boundary,"Recordkeeper: Principal | Matched employer: ADVANCE CARE ALLIANCE OF NEW YORK INC. | Confidence: High (96%) | Match method: word_boundary | Plan: ADVANCE CARE ALLIANCE OF NEW YORK INC. 403(B) PLAN | Participants: 1,082 | Plan year: 2024 | Reason: The normalized input appeared as a full-word phrase inside the DOL employer name.",False,mismatch
qsac,sentenial,SENTINEL BENEFITS & FINANCIAL GROUP,"QSAC, INC.",High,exact_normalized,"Recordkeeper: SENTINEL BENEFITS & FINANCIAL GROUP | Matched employer: QSAC, INC. | Confidence: High (100%) | Match method: exact_normalized | Plan: QSAC, INC. 403(B) PLAN | Participants: 1,565 | Plan year: 2024 | Reason: The normalized input exactly matched the normalized DOL employer name.",False,mismatch
sco,daf day,"MML INVESTORS SERVICES, LLC","GEODIS SCO USA, LLC",High,word_boundary,"Recordkeeper: MML INVESTORS SERVICES, LLC | Matched employer: GEODIS SCO USA, LLC | Confidence: High (96%) | Match method: word_boundary | Plan: GEODIS SCO 401(K) PROFIT SHARING PLAN | Participants: 232 | Plan year: 2024 | Reason: The normalized input appeared as a full-word phrase inside the DOL employer name.",False,mismatch
Family dollar,AAAA Benefits,No match found,,none,,No match found for input: Family dollar,False,our_no_match
Family dollar,Wells Fargo,No match found,,none,,No match found for input: Family dollar,False,our_no_match
City of linden,Aspire,No match found,,none,,No match found for input: City of linden,False,our_no_match
City of linden,401k Generation,No match found,,none,,No match found for input: City of linden,False,our_no_match
Vertical structures inc,401k Generation,No match found,,none,,No match found for input: Vertical structures inc,False,our_no_match
Kmart,Kmart Hoffman estates,No match found,,none,,No match found for input: Kmart,False,our_no_match
Usps,Usps,No match found,,none,,No match found for input: Usps,False,our_no_match
Radio shack,Radio shack corp,No match found,,none,,No match found for input: Radio shack,False,our_no_match
Country market,Neiman foods corp,Fidelity Investments,"DUTCHMAN'S COUNTRY MARKET, INC.",High,word_boundary,"Recordkeeper: Fidelity Investments | Matched employer: DUTCHMAN'S COUNTRY MARKET, INC. | Confidence: High (96%) | Match method: word_boundary | Plan: DUTCHMAN'S COUNTRY MARKET, INC. 401(K) PROFIT SHARING PLAN | Participants: 327 | Plan year: 2024 | Reason: The normalized input appeared as a full-word phrase inside the DOL employer name.",False,mismatch
Walmart,401k Generation,Merrill Lynch,WALMART INC.,High,exact_normalized,"Recordkeeper: Merrill Lynch | Matched employer: WALMART INC. | Confidence: High (100%) | Match method: exact_normalized | Plan: WALMART 401(K) PLAN | Participants: 1,921,006 | Plan year: 2024 | Reason: The normalized input exactly matched the normalized DOL employer name.",False,mismatch
Starbucks,Starbucks holdings,Fidelity Investments,STARBUCKS CORPORATION,High,exact_normalized,"Recordkeeper: Fidelity Investments | Matched employer: STARBUCKS CORPORATION | Confidence: High (100%) | Match method: exact_normalized | Plan: STARBUCKS CORPORATION 401(K) PLAN | Participants: 307,988 | Plan year: 2024 | Reason: The normalized input exactly matched the normalized DOL employer name.",False,mismatch
Connextions Caremark,401k Generation,No match found,,none,,No match found for input: Connextions Caremark,False,our_no_match
Autozone,401k Generation,Fidelity Investments,"AUTOZONE, INC.",High,exact_normalized,"Recordkeeper: Fidelity Investments | Matched employer: AUTOZONE, INC. | Confidence: High (100%) | Match method: exact_normalized | Plan: AUTOZONE, INC. 401(K) PLAN | Participants: 25,858 | Plan year: 2024 | Reason: The normalized input exactly matched the normalized DOL employer name.",False,mismatch
Delhi post acute,Providence,No match found,,none,,No match found for input: Delhi post acute,False,our_no_match
Reich LLC,ADP,Empower Retirement,"REICH, LLC",High,exact_normalized,"Recordkeeper: Empower Retirement | Matched employer: REICH, LLC | Confidence: High (100%) | Match method: exact_normalized | Plan: REICH, LLC 401(K) PROFIT SHARING PLAN AND TRUST | Participants: 100 | Plan year: 2022 | Reason: The normalized input exactly matched the normalized DOL employer name.",False,mismatch
Giles Chemical,ADP,Paychex,MILES CHEMICAL COMPANY INC,High,fuzzy,"Recordkeeper: Paychex | Matched employer: MILES CHEMICAL COMPANY INC | Confidence: High (93%) | Match method: fuzzy | Plan: MILES CHEMICAL COMPANY INC 401(K) PROFIT SHARING PLAN & TRUST | Participants: 135 | Plan year: 2024 | Reason: RapidFuzz WRatio scored 93, meeting the 92 threshold.",False,mismatch
Adena Hospital,Corebridge,No match found,,none,,No match found for input: Adena Hospital,False,our_no_match
Fedex,ADP,Vanguard,FEDEX CORPORATION,High,exact_normalized,"Recordkeeper: Vanguard | Matched employer: FEDEX CORPORATION | Confidence: High (100%) | Match method: exact_normalized | Plan: FEDEX CORPORATION RETIREMENT SAVINGS PLAN | Participants: 177,265 | Plan year: 2024 | Reason: The normalized input exactly matched the normalized DOL employer name.",False,mismatch
Planet Fitness,ADP,Paychex,PLANET FITNESS ALLENTOWN WEST,High,word_boundary,Recordkeeper: Paychex | Matched employer: PLANET FITNESS ALLENTOWN WEST | Confidence: High (96%) | Match method: word_boundary | Plan: PLANET FITNESS ALLENTOWN WEST 401(K) PROFIT SHARING PLAN & TRUST | Participants: 385 | Plan year: 2023 | Reason: Listed on Schedule C Part 1 (eligible service providers on the filing). For some large plans the recordkeeper is also named in the Notes to Financial Statements attached to Schedule H (not available in DOL CSV extracts). This is separate from the Schedule C Part 1 Item 2 compensation table with service codes 15/64. Provider on filing: PAYCHEX SECURITIES CORPORATION.,False,mismatch
Georgia Dept of Corrections,MetLife,No match found,,none,,No match found for input: Georgia Dept of Corrections,False,our_no_match
Amazon,Vanguard,Fidelity Investments,"AMAZON.COM SERVICES, LLC",High,word_boundary,"Recordkeeper: Fidelity Investments | Matched employer: AMAZON.COM SERVICES, LLC | Confidence: High (96%) | Match method: word_boundary | Plan: AMAZON 401(K) PLAN | Participants: 1,336,478 | Plan year: 2024 | Reason: The normalized input appeared as a full-word phrase inside the DOL employer name.",False,mismatch
Skills,Standard,Fidelity Investments,SKILLS INC.,High,exact_normalized,Recordkeeper: Fidelity Investments | Matched employer: SKILLS INC. | Confidence: High (100%) | Match method: exact_normalized | Plan: SKILLS INC. 401(K) PLAN | Participants: 442 | Plan year: 2024 | Reason: The normalized input exactly matched the normalized DOL employer name.,False,mismatch
Stoneridge,Fidelity,Newport Group,"STONERIDGE, INC.",High,exact_normalized,"Recordkeeper: Newport Group | Matched employer: STONERIDGE, INC. | Confidence: High (100%) | Match method: exact_normalized | Plan: STONERIDGE INC. 401(K) RETIREMENT PLAN | Participants: 1,083 | Plan year: 2024 | Reason: The normalized input exactly matched the normalized DOL employer name.",False,mismatch
Kids empire,ADP,No match found,,none,,No match found for input: Kids empire,False,our_no_match
Cie Goldie,ADP,No match found,,none,,No match found for input: Cie Goldie,False,our_no_match
MedPro Healthcare Staffing,Health equity,No match found,,none,,No match found for input: MedPro Healthcare Staffing,False,our_no_match
Extended Stay America,Fidelity,No match found,,none,,No match found for input: Extended Stay America,False,our_no_match
Stapales,401k Generation,Empower Retirement,"STAPLES, INC.",High,fuzzy,"Recordkeeper: Empower Retirement | Matched employer: STAPLES, INC. | Confidence: High (93%) | Match method: fuzzy | Plan: STAPLES, INC. EMPLOYEES' 401(K) SAVINGS PLAN | Participants: 20,120 | Plan year: 2024 | Reason: RapidFuzz WRatio scored 93, meeting the 92 threshold.",False,mismatch
The glen trilogy,Fidelity,No match found,,none,,No match found for input: The glen trilogy,False,our_no_match
Frischs,Fidelity,No match found,,none,,No match found for input: Frischs,False,our_no_match
Rdi marketing services,Fidelity,John Hancock,THE RDI CORPORATION,High,plan_word_boundary,"Recordkeeper: John Hancock | Matched employer: THE RDI CORPORATION | Confidence: High (94%) | Match method: plan_word_boundary | Plan: RDI MARKETING SERVICES, INC. PROFIT SHARING 401(K) PLAN | Participants: 1,436 | Plan year: 2024 | Reason: The normalized input appeared as a full-word phrase inside the DOL plan name.",False,mismatch
Eastgate carespring,Fidelity,No match found,,none,,No match found for input: Eastgate carespring,False,our_no_match
Otterbein senior life,Fidelity,No match found,,none,,No match found for input: Otterbein senior life,False,our_no_match
frisch's,Empower,No match found,,none,,No match found for input: frisch's,False,our_no_match
rdi marketing services,profit sharing,John Hancock,THE RDI CORPORATION,High,plan_word_boundary,"Recordkeeper: John Hancock | Matched employer: THE RDI CORPORATION | Confidence: High (94%) | Match method: plan_word_boundary | Plan: RDI MARKETING SERVICES, INC. PROFIT SHARING 401(K) PLAN | Participants: 1,436 | Plan year: 2024 | Reason: The normalized input appeared as a full-word phrase inside the DOL plan name.",False,mismatch
otterbein senior life,glassdoor,No match found,,none,,No match found for input: otterbein senior life,False,our_no_match
the glen trilogy health services,trilogy health services,No match found,,none,,No match found for input: the glen trilogy health services,False,our_no_match
eastgate carespring,John Hancock,No match found,,none,,No match found for input: eastgate carespring,False,our_no_match
TJX Companies,Vanguard,Fidelity Investments,"THE TJX COMPANIES, INC.",High,exact_normalized,"Recordkeeper: Fidelity Investments | Matched employer: THE TJX COMPANIES, INC. | Confidence: High (100%) | Match method: exact_normalized | Plan: THE TJX COMPANIES, INC. 401(K) SAVINGS PLAN | Participants: 303,498 | Plan year: 2024 | Reason: The normalized input exactly matched the normalized DOL employer name.",False,mismatch
The Other moving company,401k Generation,No match found,,none,,No match found for input: The Other moving company,False,our_no_match
Amazon,Bank of America,Fidelity Investments,"AMAZON.COM SERVICES, LLC",High,word_boundary,"Recordkeeper: Fidelity Investments | Matched employer: AMAZON.COM SERVICES, LLC | Confidence: High (96%) | Match method: word_boundary | Plan: AMAZON 401(K) PLAN | Participants: 1,336,478 | Plan year: 2024 | Reason: The normalized input appeared as a full-word phrase inside the DOL employer name.",False,mismatch
Driven brands,401k Generation,Principal,DRIVEN BRANDS INC.,High,exact_normalized,"Recordkeeper: Principal | Matched employer: DRIVEN BRANDS INC. | Confidence: High (100%) | Match method: exact_normalized | Plan: DRIVEN BRANDS, INC. EMPLOYEE RETIREMENT SAVINGS PLAN | Participants: 7,416 | Plan year: 2024 | Reason: The normalized input exactly matched the normalized DOL employer name.",False,mismatch
Northern contour,Fidelity,Empower Retirement,"NORTHERN CONTOURS, INC.",High,spacing_insensitive,"Recordkeeper: Empower Retirement | Matched employer: NORTHERN CONTOURS, INC. | Confidence: High (93%) | Match method: spacing_insensitive | Plan: NORTHERN CONTOURS, INC. 401(K) PLAN | Participants: 456 | Plan year: 2024 | Reason: The normalized input matched after removing spaces from both names.",False,mismatch
Basha,JP Morgan Chase,No match found,,none,,No match found for input: Basha,False,our_no_match
Kana & able distribution,"Eclipse Advantage,LLC",No match found,,none,,No match found for input: Kana & able distribution,False,our_no_match
West pharmaceutical,Vanguard,Fidelity Investments,"WEST PHARMACEUTICAL SERVICES, INC.",High,word_boundary,"Recordkeeper: Fidelity Investments | Matched employer: WEST PHARMACEUTICAL SERVICES, INC. | Confidence: High (96%) | Match method: word_boundary | Plan: WEST PHARMACEUTICAL SERVICES, INC. 401(K) PLAN | Participants: 5,556 | Plan year: 2024 | Reason: The normalized input appeared as a full-word phrase inside the DOL employer name.",False,mismatch
