Employer,Provider,Our_Recordkeeper,Our_Matched_Employer,Our_Confidence,Our_Match_Method,Our_Tool_Result,Providers_Agree,Compare_Note
Goodwill,ADP,Transamerica,"GOODWILL INDUSTRIES OF SOUTHEASTERN WISCONSIN, INC.",High,word_boundary,"Recordkeeper: Transamerica | Matched employer: GOODWILL INDUSTRIES OF SOUTHEASTERN WISCONSIN, INC. | Confidence: High (96%) | Match method: word_boundary | Plan: GOODWILL INDUSTRIES OF SOUTHEASTERN WISCONSIN, INC. 403(B) PLAN | Participants: 10,849 | Plan year: 2024 | Reason: The normalized input appeared as a full-word phrase inside the DOL employer name.",False,mismatch
Walmart,Merrill Lynch,Merrill Lynch,WALMART INC.,High,exact_normalized,"Recordkeeper: Merrill Lynch | Matched employer: WALMART INC. | Confidence: High (100%) | Match method: exact_normalized | Plan: WALMART 401(K) PLAN | Participants: 1,921,006 | Plan year: 2024 | Reason: The normalized input exactly matched the normalized DOL employer name.",True,equivalent
KFC,401k Generation,John Hancock,"CENTRAL IOWA KFC, INC.",High,word_boundary,"Recordkeeper: John Hancock | Matched employer: CENTRAL IOWA KFC, INC. | Confidence: High (96%) | Match method: word_boundary | Plan: CENTRAL IOWA KFC, INC. 401(K) PLAN | Participants: 281 | Plan year: 2024 | Reason: The normalized input appeared as a full-word phrase inside the DOL employer name.",False,mismatch
FedEx ground,FedEx,No match found,,none,,No match found for input: FedEx ground,False,our_no_match
Legal Ease Marketing,Guideline,No match found,,none,,No match found for input: Legal Ease Marketing,False,our_no_match
Chattering Chimps,ADP,No match found,,none,,No match found for input: Chattering Chimps,False,our_no_match
Walgreens,Walgreens,Fidelity Investments,"WALGREENS SPECIALTY PHARMACY HOLDINGS, LLC",High,word_boundary,"Recordkeeper: Fidelity Investments | Matched employer: WALGREENS SPECIALTY PHARMACY HOLDINGS, LLC | Confidence: High (96%) | Match method: word_boundary | Plan: ALLIANCERX WALGREENS PHARMACY 401(K) PLAN | Participants: 2,948 | Plan year: 2023 | Reason: The normalized input appeared as a full-word phrase inside the DOL employer name.",False,mismatch
Tribar,Aspire,Voya,"TRIBAR MANUFACTURING, LLC",High,word_boundary,"Recordkeeper: Voya | Matched employer: TRIBAR MANUFACTURING, LLC | Confidence: High (96%) | Match method: word_boundary | Plan: TRIBAR MANUFACTURING, LLC 401(K) PLAN | Participants: 591 | Plan year: 2024 | Reason: The normalized input appeared as a full-word phrase inside the DOL employer name.",False,mismatch
Subaru,401k Generation,Empower Retirement,"SUBARU OF INDIANA AUTOMOTIVE, INC.",High,word_boundary,"Recordkeeper: Empower Retirement | Matched employer: SUBARU OF INDIANA AUTOMOTIVE, INC. | Confidence: High (96%) | Match method: word_boundary | Plan: SIA RETIREMENT PLAN | Participants: 7,889 | Plan year: 2024 | Reason: The normalized input appeared as a full-word phrase inside the DOL employer name.",False,mismatch
JD co7sins,American Funds,No match found,,none,,No match found for input: JD co7sins,False,our_no_match
Del monte,Wells Fargo,Merrill Lynch,DEL MONTE FRESH PRODUCE COMPANY,High,word_boundary,"Recordkeeper: Merrill Lynch | Matched employer: DEL MONTE FRESH PRODUCE COMPANY | Confidence: High (96%) | Match method: word_boundary | Plan: DEL MONTE FRESH PRODUCE COMPANY INCENTIVE SAVINGS & SECURITY PLAN | Participants: 1,530 | Plan year: 2024 | Reason: The normalized input appeared as a full-word phrase inside the DOL employer name.",False,mismatch
Staffmark,Charles Schwab,Empower Retirement,"STAFFMARK GROUP, LLC",High,exact_normalized,"Recordkeeper: Empower Retirement | Matched employer: STAFFMARK GROUP, LLC | Confidence: High (100%) | Match method: exact_normalized | Plan: STAFFMARK GROUP, LLC 401(K) PLAN | Participants: 5,366 | Plan year: 2024 | Reason: The normalized input exactly matched the normalized DOL employer name.",False,mismatch
Cole electric,401k Generation,No match found,,none,,No match found for input: Cole electric,False,our_no_match
Tekwell,401k Generation,No match found,,none,,No match found for input: Tekwell,False,our_no_match
Walmart,401k Generation,Merrill Lynch,WALMART INC.,High,exact_normalized,"Recordkeeper: Merrill Lynch | Matched employer: WALMART INC. | Confidence: High (100%) | Match method: exact_normalized | Plan: WALMART 401(K) PLAN | Participants: 1,921,006 | Plan year: 2024 | Reason: The normalized input exactly matched the normalized DOL employer name.",False,mismatch
Maximus,First Financial Group,Fidelity Investments,"MAXIMUS, INC.",High,exact_normalized,"Recordkeeper: Fidelity Investments | Matched employer: MAXIMUS, INC. | Confidence: High (100%) | Match method: exact_normalized | Plan: MAXIMUS, INC. 401(K) PLAN | Participants: 36,313 | Plan year: 2024 | Reason: The normalized input exactly matched the normalized DOL employer name.",False,mismatch
Parking solutions,Voya,Empower Retirement,"VPNE PARKING SOLUTIONS, LLC",High,word_boundary,"Recordkeeper: Empower Retirement | Matched employer: VPNE PARKING SOLUTIONS, LLC | Confidence: High (96%) | Match method: word_boundary | Plan: VPNE PARKING SOLUTIONS, LLC 401(K) PROFIT SHARING PLAN | Participants: 2,156 | Plan year: 2024 | Reason: The normalized input appeared as a full-word phrase inside the DOL employer name.",False,mismatch
Ohio guidestone,Fidelity,Fidelity Investments,OHIOGUIDESTONE,High,spacing_insensitive,"Recordkeeper: Fidelity Investments | Matched employer: OHIOGUIDESTONE | Confidence: High (93%) | Match method: spacing_insensitive | Plan: OHIOGUIDESTONE 401(K) PLAN | Participants: 1,491 | Plan year: 2024 | Reason: The normalized input matched after removing spaces from both names.",True,equivalent
walmart,Merrill Lynch,Merrill Lynch,WALMART INC.,High,exact_normalized,"Recordkeeper: Merrill Lynch | Matched employer: WALMART INC. | Confidence: High (100%) | Match method: exact_normalized | Plan: WALMART 401(K) PLAN | Participants: 1,921,006 | Plan year: 2024 | Reason: The normalized input exactly matched the normalized DOL employer name.",True,equivalent
hobby lobby,Fidelity,Fidelity Investments,"HOBBY LOBBY STORES, INC.",High,word_boundary,"Recordkeeper: Fidelity Investments | Matched employer: HOBBY LOBBY STORES, INC. | Confidence: High (96%) | Match method: word_boundary | Plan: SAVINGS INCENTIVE AND PROFIT SHARING PLAN FOR EMPLOYEES OF THE HOBBY LOBBY GROUP | Participants: 32,000 | Plan year: 2024 | Reason: The normalized input appeared as a full-word phrase inside the DOL employer name.",True,equivalent
Dublin City schools,ADP,No match found,,none,,No match found for input: Dublin City schools,False,our_no_match
your fresh start,401k Generation,No match found,,none,,No match found for input: your fresh start,False,our_no_match
Waste management,ADP,Merrill Lynch,"WASTE MANAGEMENT, INC.",High,exact_normalized,"Recordkeeper: Merrill Lynch | Matched employer: WASTE MANAGEMENT, INC. | Confidence: High (100%) | Match method: exact_normalized | Plan: WASTE MANAGEMENT RETIREMENT SAVINGS PLAN | Participants: 47,426 | Plan year: 2024 | Reason: The normalized input exactly matched the normalized DOL employer name.",False,mismatch
Waste management,Merrill Lynch,Merrill Lynch,"WASTE MANAGEMENT, INC.",High,exact_normalized,"Recordkeeper: Merrill Lynch | Matched employer: WASTE MANAGEMENT, INC. | Confidence: High (100%) | Match method: exact_normalized | Plan: WASTE MANAGEMENT RETIREMENT SAVINGS PLAN | Participants: 47,426 | Plan year: 2024 | Reason: The normalized input exactly matched the normalized DOL employer name.",True,equivalent
Oakwood village,Empower,CAPITAL GROUP RETIREMENT PLAN SVCS.,"OAKWOOD VILLAGE UNIVERSITY WOODS HOMES, INC.",High,word_boundary,"Recordkeeper: CAPITAL GROUP RETIREMENT PLAN SVCS. | Matched employer: OAKWOOD VILLAGE UNIVERSITY WOODS HOMES, INC. | Confidence: High (96%) | Match method: word_boundary | Plan: OAKWOOD VILLAGE UNIVERSITY WOODS HOMES, INC. 403(B) PLAN | Participants: 892 | Plan year: 2024 | Reason: The normalized input appeared as a full-word phrase inside the DOL employer name.",False,mismatch
Always best,401k Generation,No match found,,none,,No match found for input: Always best,False,our_no_match
Nk parts inc,N/a,Empower Retirement,"NK PARTS INDUSTRIES, INC.",High,word_boundary,"Recordkeeper: Empower Retirement | Matched employer: NK PARTS INDUSTRIES, INC. | Confidence: High (96%) | Match method: word_boundary | Plan: NK PARTS INDUSTRIES, INC. SAVINGS & RETIREMENT PLAN | Participants: 874 | Plan year: 2024 | Reason: The normalized input appeared as a full-word phrase inside the DOL employer name.",,their_blank
Missabey,401k Generation,No match found,,none,,No match found for input: Missabey,False,our_no_match
Ingram books,401k Generation,No match found,,none,,No match found for input: Ingram books,False,our_no_match
transplace,401k Generation,Fidelity Investments,"TRANSPLACE TEXAS, LP",High,word_boundary,"Recordkeeper: Fidelity Investments | Matched employer: TRANSPLACE TEXAS, LP | Confidence: High (96%) | Match method: word_boundary | Plan: TRANSPLACE RETIREMENT SAVINGS PLAN | Participants: 2,308 | Plan year: 2021 | Reason: The normalized input appeared as a full-word phrase inside the DOL employer name.",False,mismatch
medspeed,401k Generation,Empower Retirement,"MEDSPEED, LLC",High,exact_normalized,"Recordkeeper: Empower Retirement | Matched employer: MEDSPEED, LLC | Confidence: High (100%) | Match method: exact_normalized | Plan: MEDSPEED, LLC 401(K) PROFIT SHARING PLAN & TRUST | Participants: 3,168 | Plan year: 2024 | Reason: The normalized input exactly matched the normalized DOL employer name.",False,mismatch
caputos,401k Generation,No match found,,none,,No match found for input: caputos,False,our_no_match
Taco Bell,Voya,"INDEPENDENT RETIREMENT CONSULTING,","WEBER ENTERPRISES, INC. DBA EUGENE TACO BELL",High,word_boundary,"Recordkeeper: INDEPENDENT RETIREMENT CONSULTING, | Matched employer: WEBER ENTERPRISES, INC. DBA EUGENE TACO BELL | Confidence: High (96%) | Match method: word_boundary | Plan: THE WEBER RETIREMENT PLAN | Participants: 532 | Plan year: 2024 | Reason: The normalized input appeared as a full-word phrase inside the DOL employer name.",True,equivalent
ADEPT PLASTIC FINISHING,Voya,Voya,"ADEPT PLASTIC FINISHING, INC.",High,exact_normalized,"Recordkeeper: Voya | Matched employer: ADEPT PLASTIC FINISHING, INC. | Confidence: High (100%) | Match method: exact_normalized | Plan: ADEPT PLASTIC FINISHING, INC. 401(K) PROFIT SHARING PLAN | Participants: 378 | Plan year: 2024 | Reason: The normalized input exactly matched the normalized DOL employer name.",True,equivalent
Aramark,Fidelity,Fidelity Investments,"ARAMARK SERVICES, INC. RETIREMENT BENEFITS",High,word_boundary,"Recordkeeper: Fidelity Investments | Matched employer: ARAMARK SERVICES, INC. RETIREMENT BENEFITS | Confidence: High (96%) | Match method: word_boundary | Plan: ARAMARK HOURLY 401(K) PLAN | Participants: 82,405 | Plan year: 2023 | Reason: The normalized input appeared as a full-word phrase inside the DOL employer name.",True,equivalent
Taylor Garbage Service Inc,Empower,No match found,,none,,No match found for input: Taylor Garbage Service Inc,False,our_no_match
Taylor Garbage Service Inc,Wells Fargo,No match found,,none,,No match found for input: Taylor Garbage Service Inc,False,our_no_match
Epiq,Epic,Fidelity Investments,"DOCUMENT TECHNOLOGIES, LLC",High,plan_word_boundary,"Recordkeeper: Fidelity Investments | Matched employer: DOCUMENT TECHNOLOGIES, LLC | Confidence: High (94%) | Match method: plan_word_boundary | Plan: EPIQ 401(K) RETIREMENT PLAN | Participants: 8,315 | Plan year: 2024 | Reason: The normalized input appeared as a full-word phrase inside the DOL plan name.",False,mismatch
Dakkota,ADP,Empower Retirement,"DAKKOTA INTEGRATED SYSTEMS, LLC",High,word_boundary,"Recordkeeper: Empower Retirement | Matched employer: DAKKOTA INTEGRATED SYSTEMS, LLC | Confidence: High (96%) | Match method: word_boundary | Plan: DAKKOTA INTEGRATED SYSTEMS 401(K) PLAN | Participants: 2,037 | Plan year: 2023 | Reason: The normalized input appeared as a full-word phrase inside the DOL employer name.",False,mismatch
Color centric corp,Paychex,No match found,,none,,No match found for input: Color centric corp,False,our_no_match
Kfc,Fidelity,John Hancock,"CENTRAL IOWA KFC, INC.",High,word_boundary,"Recordkeeper: John Hancock | Matched employer: CENTRAL IOWA KFC, INC. | Confidence: High (96%) | Match method: word_boundary | Plan: CENTRAL IOWA KFC, INC. 401(K) PLAN | Participants: 281 | Plan year: 2024 | Reason: The normalized input appeared as a full-word phrase inside the DOL employer name.",False,mismatch
advance care alliance,ADP,Principal,ADVANCE CARE ALLIANCE OF NEW YORK INC.,High,word_boundary,"Recordkeeper: Principal | Matched employer: ADVANCE CARE ALLIANCE OF NEW YORK INC. | Confidence: High (96%) | Match method: word_boundary | Plan: ADVANCE CARE ALLIANCE OF NEW YORK INC. 403(B) PLAN | Participants: 1,082 | Plan year: 2024 | Reason: The normalized input appeared as a full-word phrase inside the DOL employer name.",False,mismatch
home depot,Alight,Alight Solutions,"THE HOME DEPOT, INC.",High,exact_normalized,"Recordkeeper: Alight Solutions | Matched employer: THE HOME DEPOT, INC. | Confidence: High (100%) | Match method: exact_normalized | Plan: THE HOME DEPOT FUTUREBUILDER | Participants: 446,735 | Plan year: 2024 | Reason: The normalized input exactly matched the normalized DOL employer name.",True,equivalent
qsac,sentenial,SENTINEL BENEFITS & FINANCIAL GROUP,"QSAC, INC.",High,exact_normalized,"Recordkeeper: SENTINEL BENEFITS & FINANCIAL GROUP | Matched employer: QSAC, INC. | Confidence: High (100%) | Match method: exact_normalized | Plan: QSAC, INC. 403(B) PLAN | Participants: 1,565 | Plan year: 2024 | Reason: The normalized input exactly matched the normalized DOL employer name.",False,mismatch
sco,daf day,"MML INVESTORS SERVICES, LLC","GEODIS SCO USA, LLC",High,word_boundary,"Recordkeeper: MML INVESTORS SERVICES, LLC | Matched employer: GEODIS SCO USA, LLC | Confidence: High (96%) | Match method: word_boundary | Plan: GEODIS SCO 401(K) PROFIT SHARING PLAN | Participants: 232 | Plan year: 2024 | Reason: The normalized input appeared as a full-word phrase inside the DOL employer name.",False,mismatch
Family dollar,AAAA Benefits,No match found,,none,,No match found for input: Family dollar,False,our_no_match
Family dollar,Wells Fargo,No match found,,none,,No match found for input: Family dollar,False,our_no_match
City of linden,Aspire,No match found,,none,,No match found for input: City of linden,False,our_no_match
City of linden,401k Generation,No match found,,none,,No match found for input: City of linden,False,our_no_match
Vertical structures inc,401k Generation,No match found,,none,,No match found for input: Vertical structures inc,False,our_no_match
Kmart,Kmart Hoffman estates,No match found,,none,,No match found for input: Kmart,False,our_no_match
Usps,Usps,No match found,,none,,No match found for input: Usps,False,our_no_match
Radio shack,Radio shack corp,No match found,,none,,No match found for input: Radio shack,False,our_no_match
Country market,Neiman foods corp,Fidelity Investments,"DUTCHMAN'S COUNTRY MARKET, INC.",High,word_boundary,"Recordkeeper: Fidelity Investments | Matched employer: DUTCHMAN'S COUNTRY MARKET, INC. | Confidence: High (96%) | Match method: word_boundary | Plan: DUTCHMAN'S COUNTRY MARKET, INC. 401(K) PROFIT SHARING PLAN | Participants: 327 | Plan year: 2024 | Reason: The normalized input appeared as a full-word phrase inside the DOL employer name.",False,mismatch
Walmart,401k Generation,Merrill Lynch,WALMART INC.,High,exact_normalized,"Recordkeeper: Merrill Lynch | Matched employer: WALMART INC. | Confidence: High (100%) | Match method: exact_normalized | Plan: WALMART 401(K) PLAN | Participants: 1,921,006 | Plan year: 2024 | Reason: The normalized input exactly matched the normalized DOL employer name.",False,mismatch
Starbucks,Starbucks holdings,Fidelity Investments,STARBUCKS CORPORATION,High,exact_normalized,"Recordkeeper: Fidelity Investments | Matched employer: STARBUCKS CORPORATION | Confidence: High (100%) | Match method: exact_normalized | Plan: STARBUCKS CORPORATION 401(K) PLAN | Participants: 307,988 | Plan year: 2024 | Reason: The normalized input exactly matched the normalized DOL employer name.",False,mismatch
